city,country,event_time,temperature,humidity,wind_speed,pressure,weather_condition,rainfall,station_id,data_provider
Delhi,India,2026-03-06 05:00:00,37.3,44,24.8,999.5,Thunderstorm,5.8,STN_DEL_01,ClimaData
Pune,India,INVALID_TIMESTAMP,34.1,50,7.4,N/A,Haze,4.2,STN_PNE_01,AtmosAPI
Chennai,India,2026-03-06 06:00:00,37.7,65,15.6,1007.0,Rainy,6.5,STN_CHN_02,AtmosAPI
Bangalore,India,2026-03-06 06:00:00,29.0,52,15.3,914.2,Foggy,4.7,STN_BLR_02,WeatherPro
Hyderabad,India,2026-03-06 06:00:00,33.2,60,19.7,997.6,Haze,11.3,STN_HYD_02,WeatherPro
Mumbai,India,INVALID_TIMESTAMP,33.5,80,12.9,N/A,Thunderstorm,2.7,STN_MUM_02,SkyWatch
Delhi,India,INVALID_TIMESTAMP,36.8,41,18.3,N/A,Partly Cloudy,6.9,STN_DEL_01,ClimaData
Pune,India,2026-03-06 06:00:00,35.6,66,14.2,950.0,Haze,3.2,STN_PNE_02,WeatherPro
Chennai,India,2026-03-06 07:00:00,33.7,67,11.9,1011.1,Thunderstorm,7.8,STN_CHN_01,ClimaData
Bangalore,India,2026-03-06 07:00:00,22.7,62,7.9,905.8,Partly Cloudy,3.2,STN_BLR_01,SkyWatch
Hyderabad,India,INVALID_TIMESTAMP,39.7,46,14.0,N/A,Partly Cloudy,6.7,STN_HYD_01,AtmosAPI
Mumbai,India,2026-03-06 07:00:00,28.1,74,13.5,1015.4,Cloudy,9.2,STN_MUM_02,AtmosAPI
Delhi,India,2026-03-06 07:00:00,34.5,39,27.1,996.3,Partly Cloudy,2.9,STN_DEL_02,SkyWatch
Pune,India,2026-03-06 07:00:00,34.1,66,16.3,949.8,Haze,4.4,STN_PNE_01,AtmosAPI
Chennai,India,INVALID_TIMESTAMP,33.3,65,16.8,N/A,Clear,8.1,STN_CHN_02,ClimaData
Bangalore,India,INVALID_TIMESTAMP,21.6,68,6.7,N/A,Clear,2.6,STN_BLR_01,ClimaData
Hyderabad,India,2026-03-06 08:00:00,30.1,63,13.5,995.3,Foggy,9.1,STN_HYD_01,AtmosAPI
Mumbai,India,2026-03-06 08:00:00,35.1,68,10.8,1015.8,Thunderstorm,1.0,STN_MUM_01,WeatherPro
Delhi,India,INVALID_TIMESTAMP,37.9,38,17.9,N/A,Partly Cloudy,6.1,STN_DEL_01,SkyWatch
Pune,India,INVALID_TIMESTAMP,27.3,55,19.5,N/A,Haze,7.8,STN_PNE_02,ClimaData
Chennai,India,INVALID_TIMESTAMP,32.6,83,12.9,N/A,Foggy,11.7,STN_CHN_02,WeatherPro
Bangalore,India,INVALID_TIMESTAMP,26.1,68,13.4,N/A,Rainy,7.4,STN_BLR_01,SkyWatch
Hyderabad,India,2026-03-06 09:00:00,33.6,48,8.3,1002.0,Rainy,11.7,STN_HYD_01,WeatherPro
Mumbai,India,INVALID_TIMESTAMP,27.7,76,17.8,N/A,Haze,14.9,STN_MUM_02,AtmosAPI
Delhi,India,2026-03-06 09:00:00,38.9,36,18.0,1008.2,Haze,4.7,STN_DEL_02,WeatherPro
Pune,India,2026-03-06 09:00:00,26.0,59,7.6,950.1,Thunderstorm,3.1,STN_PNE_01,WeatherPro
Chennai,India,INVALID_TIMESTAMP,33.0,65,9.1,N/A,Rainy,10.3,STN_CHN_02,WeatherPro
Bangalore,India,INVALID_TIMESTAMP,30.7,70,5.0,N/A,Cloudy,6.7,STN_BLR_02,ClimaData
Hyderabad,India,2026-03-06 10:00:00,36.1,51,14.7,996.6,Clear,8.6,STN_HYD_01,ClimaData
Mumbai,India,2026-03-06 10:00:00,33.4,72,24.2,1008.8,Partly Cloudy,15.7,STN_MUM_02,SkyWatch
Delhi,India,2026-03-06 10:00:00,39.6,42,26.6,1003.2,Haze,6.7,STN_DEL_01,ClimaData
Pune,India,2026-03-06 10:00:00,23.3,59,19.9,950.0,Clear,3.0,STN_PNE_01,AtmosAPI
Chennai,India,2026-03-06 11:00:00,33.4,81,19.7,1009.9,Haze,0.6,STN_CHN_02,ClimaData
Bangalore,India,2026-03-06 11:00:00,29.5,67,5.9,901.4,Thunderstorm,2.1,STN_BLR_01,WeatherPro
Hyderabad,India,2026-03-06 11:00:00,30.5,64,20.0,1005.0,Cloudy,10.9,STN_HYD_02,ClimaData
Mumbai,India,2026-03-06 11:00:00,30.0,76,15.3,1012.9,Rainy,2.9,STN_MUM_01,SkyWatch
Delhi,India,2026-03-06 11:00:00,37.7,50,29.6,1008.5,Rainy,4.7,STN_DEL_01,SkyWatch
Pune,India,2026-03-06 11:00:00,23.1,71,16.5,940.5,Partly Cloudy,8.0,STN_PNE_01,AtmosAPI
