city,country,event_time,temperature,humidity,wind_speed,pressure,weather_condition,rainfall,station_id,data_provider
Mumbai,India,2026-02-22 03:00:00,28.3,89,12.6,1014.3,Rainy,14.9,STN_MUM_01,WeatherPro
Delhi,India,2026-02-22 03:00:00,40.1,43,10.4,999.0,Clear,7.0,STN_DEL_02,WeatherPro
Pune,India,2026-02-22 03:00:00,33.1,57,12.4,941.9,Haze,0.7,STN_PNE_02,WeatherPro
Chennai,India,2026-02-22 04:00:00,28.4,70,8.8,1014.5,Foggy,6.0,STN_CHN_01,WeatherPro
Bangalore,India,2026-02-22 04:00:00,28.0,57,7.0,900.7,Haze,9.1,STN_BLR_01,WeatherPro
Hyderabad,India,2026-02-22 04:00:00,37.7,46,21.4,994.8,Haze,11.2,STN_HYD_02,WeatherPro
Mumbai,India,2026-02-22 04:00:00,35.3,78,10.5,1011.4,Cloudy,7.4,STN_MUM_01,WeatherPro
Delhi,India,2026-02-22 04:00:00,28.5,64,19.6,1002.4,Haze,4.4,STN_DEL_01,WeatherPro
Pune,India,2026-02-22 04:00:00,30.4,77,13.0,941.3,Cloudy,11.5,STN_PNE_02,WeatherPro
Chennai,India,2026-02-22 05:00:00,31.5,83,13.1,1010.5,Clear,5.7,STN_CHN_01,WeatherPro
Bangalore,India,2026-02-22 05:00:00,24.9,50,5.5,903.0,Partly Cloudy,8.0,STN_BLR_01,WeatherPro
Hyderabad,India,2026-02-22 05:00:00,31.7,56,6.9,991.4,Thunderstorm,2.5,STN_HYD_02,WeatherPro
Mumbai,India,2026-02-22 05:00:00,29.0,89,14.0,1014.3,Haze,19.1,STN_MUM_01,WeatherPro
Delhi,India,2026-02-22 05:00:00,33.2,62,12.5,1006.0,Cloudy,2.5,STN_DEL_01,WeatherPro
Pune,India,2026-02-22 05:00:00,31.4,56,9.9,944.5,Foggy,0.9,STN_PNE_01,WeatherPro
Chennai,India,2026-02-22 06:00:00,30.2,69,19.2,1006.8,Thunderstorm,13.9,STN_CHN_01,WeatherPro
Bangalore,India,2026-02-22 06:00:00,27.8,71,16.5,901.0,Foggy,4.3,STN_BLR_01,WeatherPro
Hyderabad,India,2026-02-22 06:00:00,25.3,70,8.6,999.5,Rainy,2.4,STN_HYD_02,WeatherPro
Mumbai,India,2026-02-22 06:00:00,30.3,82,24.3,1015.2,Partly Cloudy,11.0,STN_MUM_01,WeatherPro
Delhi,India,2026-02-22 06:00:00,27.4,54,27.2,1003.2,Clear,7.7,STN_DEL_01,WeatherPro
Pune,India,2026-02-22 06:00:00,29.2,62,13.3,954.1,Clear,1.9,STN_PNE_01,WeatherPro
Chennai,India,2026-02-22 07:00:00,35.0,63,10.9,1009.9,Foggy,0.4,STN_CHN_02,WeatherPro
Bangalore,India,2026-02-22 07:00:00,24.2,55,14.3,905.5,Thunderstorm,4.7,STN_BLR_02,WeatherPro
Hyderabad,India,2026-02-22 07:00:00,27.2,69,10.2,1003.6,Clear,5.6,STN_HYD_01,WeatherPro
Mumbai,India,2026-02-22 07:00:00,31.4,71,21.0,1014.6,Foggy,5.9,STN_MUM_01,WeatherPro
Delhi,India,2026-02-22 07:00:00,25.8,46,29.6,1004.5,Clear,4.8,STN_DEL_02,WeatherPro
Pune,India,2026-02-22 07:00:00,33.5,77,16.0,941.3,Rainy,6.5,STN_PNE_01,WeatherPro
Chennai,India,2026-02-22 08:00:00,33.4,68,8.3,1011.0,Rainy,5.8,STN_CHN_02,WeatherPro
Bangalore,India,2026-02-22 08:00:00,26.2,61,17.8,914.5,Clear,8.2,STN_BLR_01,WeatherPro
Hyderabad,India,2026-02-22 08:00:00,37.0,46,15.8,1004.8,Thunderstorm,9.9,STN_HYD_01,WeatherPro
Mumbai,India,2026-02-22 08:00:00,32.9,72,17.0,1008.6,Rainy,11.5,STN_MUM_02,WeatherPro
Delhi,India,2026-02-22 08:00:00,29.7,35,18.3,1001.4,Rainy,3.7,STN_DEL_01,WeatherPro
Pune,India,2026-02-22 08:00:00,31.7,63,8.7,943.0,Cloudy,5.2,STN_PNE_01,WeatherPro
Chennai,India,2026-02-22 09:00:00,28.8,68,9.8,1013.8,Clear,10.1,STN_CHN_01,WeatherPro
Bangalore,India,2026-02-22 09:00:00,26.0,50,10.0,911.2,Thunderstorm,8.6,STN_BLR_01,WeatherPro
Hyderabad,India,2026-02-22 09:00:00,26.5,59,6.7,997.5,Foggy,10.0,STN_HYD_01,WeatherPro
Mumbai,India,2026-02-22 09:00:00,34.7,76,17.4,1013.1,Foggy,11.8,STN_MUM_01,WeatherPro
Delhi,India,2026-02-22 09:00:00,38.2,63,16.9,1003.6,Haze,3.8,STN_DEL_02,WeatherPro
Pune,India,2026-02-22 09:00:00,24.4,69,18.8,954.0,Cloudy,6.4,STN_PNE_02,WeatherPro
Chennai,India,2026-02-22 10:00:00,31.2,82,10.1,1011.2,Clear,12.1,STN_CHN_01,WeatherPro
Bangalore,India,2026-02-22 10:00:00,22.0,53,13.2,912.1,Thunderstorm,3.3,STN_BLR_02,WeatherPro
Hyderabad,India,2026-02-22 10:00:00,29.2,60,9.9,997.4,Partly Cloudy,7.4,STN_HYD_02,WeatherPro
Mumbai,India,2026-02-22 10:00:00,34.7,89,24.1,1009.9,Haze,17.6,STN_MUM_01,WeatherPro
Delhi,India,2026-02-22 10:00:00,22.4,54,19.5,1001.0,Cloudy,1.6,STN_DEL_01,WeatherPro
Pune,India,2026-02-22 10:00:00,31.9,77,10.3,949.5,Cloudy,5.1,STN_PNE_01,WeatherPro
Chennai,India,2026-02-22 11:00:00,28.0,78,13.3,1007.4,Haze,4.1,STN_CHN_02,WeatherPro
Bangalore,India,2026-02-22 11:00:00,23.0,50,15.0,907.2,Haze,6.8,STN_BLR_02,WeatherPro
Hyderabad,India,2026-02-22 11:00:00,36.3,49,10.9,996.7,Clear,11.8,STN_HYD_02,WeatherPro
Mumbai,India,2026-02-22 11:00:00,35.9,83,23.2,1013.6,Thunderstorm,5.7,STN_MUM_01,WeatherPro
Delhi,India,2026-02-22 11:00:00,34.4,59,19.3,995.1,Rainy,3.6,STN_DEL_01,WeatherPro
Pune,India,2026-02-22 11:00:00,22.4,50,10.7,948.0,Haze,10.9,STN_PNE_01,WeatherPro
Chennai,India,2026-02-22 12:00:00,34.8,74,10.5,1008.7,Cloudy,12.3,STN_CHN_01,WeatherPro
Bangalore,India,2026-02-22 12:00:00,25.0,62,12.1,904.0,Clear,1.0,STN_BLR_01,WeatherPro
Hyderabad,India,2026-02-22 12:00:00,39.7,62,7.0,997.2,Partly Cloudy,4.7,STN_HYD_02,WeatherPro
Mumbai,India,2026-02-22 12:00:00,36.0,75,19.3,1012.2,Foggy,19.5,STN_MUM_02,WeatherPro
Delhi,India,2026-02-22 12:00:00,38.2,35,5.5,1008.2,Clear,0.1,STN_DEL_01,WeatherPro
Pune,India,2026-02-22 12:00:00,22.8,59,15.9,944.8,Cloudy,0.9,STN_PNE_02,WeatherPro
Chennai,India,2026-02-22 13:00:00,37.0,61,15.5,1012.9,Rainy,12.9,STN_CHN_01,WeatherPro
Bangalore,India,2026-02-22 13:00:00,29.2,59,5.7,910.0,Cloudy,3.1,STN_BLR_01,WeatherPro
Hyderabad,India,2026-02-22 13:00:00,28.8,45,12.0,998.2,Thunderstorm,7.6,STN_HYD_01,WeatherPro
Mumbai,India,2026-02-22 13:00:00,28.2,78,11.5,1010.0,Cloudy,2.4,STN_MUM_02,WeatherPro
Delhi,India,2026-02-22 13:00:00,32.0,63,5.3,1000.4,Cloudy,6.4,STN_DEL_02,WeatherPro
Pune,India,2026-02-22 13:00:00,31.8,58,15.4,947.5,Haze,2.5,STN_PNE_01,WeatherPro
Chennai,India,2026-02-22 14:00:00,33.1,71,18.5,1008.0,Foggy,10.4,STN_CHN_02,WeatherPro
Bangalore,India,2026-02-22 14:00:00,30.1,56,17.3,912.3,Thunderstorm,8.2,STN_BLR_01,WeatherPro
Hyderabad,India,2026-02-22 14:00:00,39.3,54,14.6,991.4,Rainy,11.2,STN_HYD_02,WeatherPro
Mumbai,India,2026-02-22 14:00:00,27.4,66,17.6,1013.8,Rainy,17.0,STN_MUM_01,WeatherPro
Delhi,India,2026-02-22 14:00:00,30.8,50,17.8,1007.5,Haze,7.3,STN_DEL_01,WeatherPro
Pune,India,2026-02-22 14:00:00,27.8,53,12.1,952.8,Haze,0.5,STN_PNE_01,WeatherPro
Chennai,India,2026-02-22 15:00:00,29.4,71,12.6,1013.0,Rainy,2.3,STN_CHN_02,WeatherPro
Bangalore,India,2026-02-22 15:00:00,21.7,63,8.6,903.6,Cloudy,8.3,STN_BLR_01,WeatherPro
Hyderabad,India,2026-02-22 15:00:00,38.7,69,13.9,996.7,Partly Cloudy,8.1,STN_HYD_01,WeatherPro
Mumbai,India,2026-02-22 15:00:00,31.6,65,11.0,1013.0,Rainy,19.5,STN_MUM_02,WeatherPro
Delhi,India,2026-02-22 15:00:00,32.7,38,29.2,999.5,Foggy,0.6,STN_DEL_01,WeatherPro
Pune,India,2026-02-22 15:00:00,33.0,53,6.8,947.5,Foggy,1.5,STN_PNE_01,WeatherPro
Chennai,India,2026-02-22 16:00:00,35.8,80,17.2,1012.0,Foggy,10.0,STN_CHN_01,WeatherPro
Bangalore,India,2026-02-22 16:00:00,27.8,72,6.6,909.1,Clear,8.7,STN_BLR_02,WeatherPro
Hyderabad,India,2026-02-22 16:00:00,31.8,48,21.2,999.8,Foggy,1.7,STN_HYD_01,WeatherPro
Mumbai,India,2026-02-22 16:00:00,28.2,68,17.0,1015.3,Rainy,19.6,STN_MUM_01,WeatherPro
Delhi,India,2026-02-22 16:00:00,24.7,37,9.8,1008.2,Partly Cloudy,6.2,STN_DEL_02,WeatherPro
Pune,India,2026-02-22 16:00:00,25.9,65,10.5,940.0,Foggy,5.2,STN_PNE_02,WeatherPro
Chennai,India,2026-02-22 17:00:00,32.7,82,12.0,1014.4,Clear,10.2,STN_CHN_02,WeatherPro
Bangalore,India,2026-02-22 17:00:00,24.1,51,8.4,907.0,Foggy,2.7,STN_BLR_02,WeatherPro
Hyderabad,India,2026-02-22 17:00:00,37.8,64,12.6,997.3,Foggy,7.1,STN_HYD_02,WeatherPro
Mumbai,India,2026-02-22 17:00:00,30.9,72,11.8,1015.9,Partly Cloudy,14.6,STN_MUM_02,WeatherPro
Delhi,India,2026-02-22 17:00:00,36.8,43,20.8,995.8,Partly Cloudy,0.8,STN_DEL_01,WeatherPro
Pune,India,2026-02-22 17:00:00,32.7,75,17.8,949.2,Haze,4.5,STN_PNE_01,WeatherPro
Chennai,India,2026-02-22 18:00:00,34.1,62,18.7,1010.7,Cloudy,14.2,STN_CHN_01,WeatherPro
Bangalore,India,2026-02-22 18:00:00,25.0,58,5.7,914.4,Clear,1.1,STN_BLR_02,WeatherPro
Hyderabad,India,2026-02-22 18:00:00,38.9,46,14.0,991.4,Partly Cloudy,8.0,STN_HYD_02,WeatherPro
Mumbai,India,2026-02-22 18:00:00,35.3,84,18.3,1010.2,Cloudy,12.3,STN_MUM_01,WeatherPro
Delhi,India,2026-02-22 18:00:00,36.7,42,18.4,996.1,Thunderstorm,7.0,STN_DEL_01,WeatherPro
Pune,India,2026-02-22 18:00:00,22.9,69,17.2,952.6,Haze,0.9,STN_PNE_02,WeatherPro
Chennai,India,2026-02-22 19:00:00,30.9,68,13.0,1010.1,Rainy,7.1,STN_CHN_02,WeatherPro
Bangalore,India,2026-02-22 19:00:00,23.3,66,8.4,900.3,Haze,1.8,STN_BLR_02,WeatherPro
Hyderabad,India,2026-02-22 19:00:00,32.9,64,11.2,1002.9,Partly Cloudy,9.0,STN_HYD_02,WeatherPro
Mumbai,India,2026-02-22 19:00:00,30.6,87,13.3,1008.0,Foggy,7.6,STN_MUM_02,WeatherPro
Delhi,India,2026-02-22 19:00:00,39.2,61,25.4,998.7,Cloudy,3.2,STN_DEL_01,WeatherPro
Pune,India,2026-02-22 19:00:00,30.9,61,9.9,950.9,Partly Cloudy,2.9,STN_PNE_01,WeatherPro
Chennai,India,2026-02-22 20:00:00,32.9,74,18.3,1012.9,Thunderstorm,7.3,STN_CHN_01,WeatherPro
Bangalore,India,2026-02-22 20:00:00,29.2,64,13.6,911.2,Cloudy,3.4,STN_BLR_01,WeatherPro
Hyderabad,India,2026-02-22 20:00:00,33.9,69,18.7,997.7,Clear,11.6,STN_HYD_01,WeatherPro
Mumbai,India,2026-02-22 20:00:00,27.0,74,20.8,1011.6,Partly Cloudy,19.9,STN_MUM_01,WeatherPro
Delhi,India,2026-02-22 20:00:00,30.8,53,25.4,1008.8,Haze,0.1,STN_DEL_01,WeatherPro
Pune,India,2026-02-22 20:00:00,35.1,65,15.1,944.4,Thunderstorm,7.0,STN_PNE_01,WeatherPro
Chennai,India,2026-02-22 21:00:00,34.8,67,18.9,1011.2,Haze,10.8,STN_CHN_02,WeatherPro
Bangalore,India,2026-02-22 21:00:00,28.3,65,15.0,900.6,Rainy,6.7,STN_BLR_01,WeatherPro
Hyderabad,India,2026-02-22 21:00:00,37.7,70,19.6,1002.2,Thunderstorm,5.2,STN_HYD_02,WeatherPro
Mumbai,India,2026-02-22 21:00:00,30.0,75,13.6,1009.5,Rainy,5.3,STN_MUM_02,WeatherPro
Delhi,India,2026-02-22 21:00:00,37.2,36,13.5,1000.1,Clear,5.0,STN_DEL_01,WeatherPro
Pune,India,2026-02-22 21:00:00,30.1,70,14.5,942.1,Clear,9.3,STN_PNE_02,WeatherPro
Chennai,India,2026-02-22 22:00:00,33.2,78,10.8,1012.7,Rainy,1.3,STN_CHN_02,WeatherPro
Bangalore,India,2026-02-22 22:00:00,26.2,65,12.1,903.2,Clear,2.0,STN_BLR_02,WeatherPro
Hyderabad,India,2026-02-22 22:00:00,25.6,58,15.2,993.5,Cloudy,2.7,STN_HYD_02,WeatherPro
Mumbai,India,2026-02-22 22:00:00,32.6,70,19.6,1009.8,Thunderstorm,14.6,STN_MUM_02,WeatherPro
Delhi,India,2026-02-22 22:00:00,30.1,63,21.4,1004.9,Haze,2.2,STN_DEL_02,WeatherPro
Pune,India,2026-02-22 22:00:00,24.3,64,11.9,951.9,Thunderstorm,11.7,STN_PNE_02,WeatherPro
Chennai,India,2026-02-22 23:00:00,28.3,82,13.3,1014.3,Foggy,5.0,STN_CHN_01,WeatherPro
Bangalore,India,2026-02-22 23:00:00,31.9,70,5.7,906.0,Haze,8.1,STN_BLR_02,WeatherPro
Hyderabad,India,2026-02-22 23:00:00,33.8,64,12.2,991.4,Thunderstorm,2.3,STN_HYD_01,WeatherPro
Mumbai,India,2026-02-22 23:00:00,27.1,66,20.6,1015.5,Thunderstorm,2.8,STN_MUM_01,WeatherPro
Delhi,India,2026-02-22 23:00:00,34.7,40,17.3,1004.0,Clear,0.1,STN_DEL_02,WeatherPro
Pune,India,2026-02-22 23:00:00,34.7,69,13.6,940.1,Cloudy,1.1,STN_PNE_01,WeatherPro
Chennai,India,2026-02-23 00:00:00,31.3,63,11.6,1005.8,Thunderstorm,7.0,STN_CHN_02,WeatherPro
Bangalore,India,2026-02-23 00:00:00,25.0,54,9.9,900.3,Foggy,6.5,STN_BLR_02,WeatherPro
Hyderabad,India,2026-02-23 00:00:00,33.0,67,17.2,995.3,Rainy,2.2,STN_HYD_02,WeatherPro
Mumbai,India,2026-02-23 00:00:00,33.9,70,22.8,1013.9,Clear,6.4,STN_MUM_01,WeatherPro
Delhi,India,2026-02-23 00:00:00,36.5,61,20.0,1007.8,Foggy,5.3,STN_DEL_02,WeatherPro
Pune,India,2026-02-23 00:00:00,30.9,64,19.9,953.8,Clear,4.2,STN_PNE_02,WeatherPro
Chennai,India,2026-02-23 01:00:00,33.4,79,13.0,1006.8,Haze,0.7,STN_CHN_02,WeatherPro
Bangalore,India,2026-02-23 01:00:00,29.7,58,13.1,907.6,Foggy,1.3,STN_BLR_02,WeatherPro
Hyderabad,India,2026-02-23 01:00:00,29.4,65,14.9,994.9,Thunderstorm,9.8,STN_HYD_02,WeatherPro
Mumbai,India,2026-02-23 01:00:00,30.0,83,14.7,1011.3,Partly Cloudy,2.5,STN_MUM_02,WeatherPro
Delhi,India,2026-02-23 01:00:00,36.8,61,26.2,1003.0,Cloudy,1.0,STN_DEL_02,WeatherPro
Pune,India,2026-02-23 01:00:00,22.5,55,8.9,944.9,Haze,3.9,STN_PNE_01,WeatherPro
Chennai,India,2026-02-23 02:00:00,34.1,68,19.8,1006.9,Rainy,3.5,STN_CHN_01,WeatherPro
Bangalore,India,2026-02-23 02:00:00,28.8,58,15.8,904.6,Foggy,5.3,STN_BLR_01,WeatherPro
Hyderabad,India,2026-02-23 02:00:00,27.2,64,15.5,993.9,Cloudy,8.8,STN_HYD_01,WeatherPro
Mumbai,India,2026-02-23 02:00:00,33.6,67,14.4,1013.1,Rainy,4.7,STN_MUM_01,WeatherPro
Delhi,India,2026-02-23 02:00:00,37.4,37,24.6,1006.2,Cloudy,4.6,STN_DEL_01,WeatherPro
Pune,India,2026-02-23 02:00:00,29.6,69,18.5,943.3,Cloudy,8.6,STN_PNE_01,WeatherPro
Chennai,India,2026-02-23 03:00:00,28.7,83,19.7,1010.3,Thunderstorm,2.5,STN_CHN_02,WeatherPro
Bangalore,India,2026-02-23 03:00:00,25.1,74,6.6,913.3,Cloudy,1.6,STN_BLR_01,WeatherPro
Hyderabad,India,2026-02-23 03:00:00,38.9,65,17.0,992.3,Thunderstorm,6.8,STN_HYD_02,WeatherPro
Mumbai,India,2026-02-23 03:00:00,34.3,86,17.6,1012.6,Thunderstorm,16.7,STN_MUM_02,WeatherPro
Delhi,India,2026-02-23 03:00:00,29.9,46,14.7,1004.9,Haze,3.8,STN_DEL_02,WeatherPro
Pune,India,2026-02-23 03:00:00,25.5,72,8.8,955.0,Haze,5.3,STN_PNE_02,WeatherPro
Chennai,India,2026-02-23 04:00:00,29.3,83,8.8,1007.7,Clear,7.0,STN_CHN_01,WeatherPro
Bangalore,India,2026-02-23 04:00:00,25.8,67,8.7,910.1,Foggy,9.1,STN_BLR_01,WeatherPro
Hyderabad,India,2026-02-23 04:00:00,33.1,64,9.3,1004.8,Rainy,5.1,STN_HYD_02,WeatherPro
Mumbai,India,2026-02-23 04:00:00,34.8,77,18.2,1015.5,Clear,20.0,STN_MUM_01,WeatherPro
Delhi,India,2026-02-23 04:00:00,33.3,42,19.1,997.4,Haze,4.3,STN_DEL_01,WeatherPro
Pune,India,2026-02-23 04:00:00,27.1,63,18.0,946.5,Partly Cloudy,3.7,STN_PNE_01,WeatherPro
Chennai,India,2026-02-23 05:00:00,31.7,65,16.1,1013.9,Cloudy,10.7,STN_CHN_02,WeatherPro
Bangalore,India,2026-02-23 05:00:00,26.6,70,13.8,913.5,Rainy,2.7,STN_BLR_01,WeatherPro
Hyderabad,India,2026-02-23 05:00:00,37.7,69,17.3,999.6,Haze,5.5,STN_HYD_02,WeatherPro
Mumbai,India,2026-02-23 05:00:00,28.0,69,15.8,1011.2,Clear,15.4,STN_MUM_01,WeatherPro
Delhi,India,2026-02-23 05:00:00,35.2,57,8.6,998.8,Clear,6.5,STN_DEL_02,WeatherPro
Pune,India,2026-02-23 05:00:00,23.1,52,10.5,953.7,Partly Cloudy,0.7,STN_PNE_02,WeatherPro
Chennai,India,2026-02-23 06:00:00,35.1,77,8.8,1005.9,Partly Cloudy,6.6,STN_CHN_01,WeatherPro
Bangalore,India,2026-02-23 06:00:00,28.5,73,13.1,913.5,Foggy,3.0,STN_BLR_01,WeatherPro
Hyderabad,India,2026-02-23 06:00:00,28.1,48,8.3,1003.8,Clear,1.0,STN_HYD_01,WeatherPro
Mumbai,India,2026-02-23 06:00:00,33.1,70,15.5,1015.2,Thunderstorm,17.8,STN_MUM_01,WeatherPro
Delhi,India,2026-02-23 06:00:00,30.3,47,15.5,1003.1,Rainy,0.8,STN_DEL_01,WeatherPro
Pune,India,2026-02-23 06:00:00,33.4,50,6.0,940.6,Haze,9.2,STN_PNE_02,WeatherPro
Chennai,India,2026-02-23 07:00:00,29.2,82,10.2,1010.9,Foggy,13.8,STN_CHN_02,WeatherPro
Bangalore,India,2026-02-23 07:00:00,26.2,73,14.1,912.8,Haze,6.0,STN_BLR_02,WeatherPro
Hyderabad,India,2026-02-23 07:00:00,29.5,48,21.2,992.1,Rainy,2.8,STN_HYD_01,WeatherPro
Mumbai,India,2026-02-23 07:00:00,33.4,72,16.7,1015.0,Clear,12.0,STN_MUM_01,WeatherPro
Delhi,India,2026-02-23 07:00:00,42.3,56,16.7,1003.5,Thunderstorm,2.2,STN_DEL_02,WeatherPro
Pune,India,2026-02-23 07:00:00,27.7,61,8.4,950.3,Cloudy,1.8,STN_PNE_01,WeatherPro
Chennai,India,2026-02-23 08:00:00,37.0,84,10.9,1006.3,Cloudy,3.1,STN_CHN_01,WeatherPro
Bangalore,India,2026-02-23 08:00:00,25.3,67,11.5,909.4,Clear,9.8,STN_BLR_02,WeatherPro
Hyderabad,India,2026-02-23 08:00:00,34.9,63,14.3,1003.1,Cloudy,9.7,STN_HYD_02,WeatherPro
Mumbai,India,2026-02-23 08:00:00,34.2,68,13.6,1012.1,Thunderstorm,3.6,STN_MUM_01,WeatherPro
Delhi,India,2026-02-23 08:00:00,34.7,41,16.5,999.7,Rainy,4.1,STN_DEL_02,WeatherPro
Pune,India,2026-02-23 08:00:00,24.7,61,6.9,945.7,Thunderstorm,3.2,STN_PNE_01,WeatherPro
Chennai,India,2026-02-23 09:00:00,35.0,84,17.4,1005.9,Cloudy,7.0,STN_CHN_01,WeatherPro
Bangalore,India,2026-02-23 09:00:00,21.3,68,16.5,906.0,Partly Cloudy,9.8,STN_BLR_02,WeatherPro
Hyderabad,India,2026-02-23 09:00:00,37.4,48,14.2,996.9,Partly Cloudy,6.0,STN_HYD_01,WeatherPro
Mumbai,India,2026-02-23 09:00:00,28.9,67,22.8,1012.9,Haze,15.7,STN_MUM_01,WeatherPro
Delhi,India,2026-02-23 09:00:00,32.2,45,24.2,1009.6,Partly Cloudy,5.7,STN_DEL_01,WeatherPro
Pune,India,2026-02-23 09:00:00,30.4,78,15.7,946.4,Haze,7.9,STN_PNE_01,WeatherPro
Chennai,India,2026-02-23 10:00:00,37.1,82,13.5,1005.8,Haze,12.9,STN_CHN_02,WeatherPro
Bangalore,India,2026-02-23 10:00:00,22.8,71,11.9,911.3,Partly Cloudy,7.7,STN_BLR_01,WeatherPro
Hyderabad,India,2026-02-23 10:00:00,39.8,57,16.7,994.1,Thunderstorm,5.9,STN_HYD_01,WeatherPro
Mumbai,India,2026-02-23 10:00:00,27.3,88,15.3,1014.3,Haze,6.4,STN_MUM_01,WeatherPro
Delhi,India,2026-02-23 10:00:00,36.3,52,19.3,1007.6,Haze,6.3,STN_DEL_02,WeatherPro
Pune,India,2026-02-23 10:00:00,34.1,61,16.2,949.0,Rainy,5.2,STN_PNE_01,WeatherPro
Chennai,India,2026-02-23 11:00:00,31.6,66,19.0,1014.8,Clear,6.3,STN_CHN_01,WeatherPro
Bangalore,India,2026-02-23 11:00:00,27.4,53,10.5,906.0,Haze,7.0,STN_BLR_01,WeatherPro
Hyderabad,India,2026-02-23 11:00:00,33.2,57,13.5,990.5,Thunderstorm,10.6,STN_HYD_01,WeatherPro
Mumbai,India,2026-02-23 11:00:00,30.8,88,14.1,1008.0,Cloudy,8.4,STN_MUM_02,WeatherPro
Delhi,India,2026-02-23 11:00:00,40.8,41,5.7,1002.8,Partly Cloudy,4.2,STN_DEL_02,WeatherPro
Pune,India,2026-02-23 11:00:00,34.9,59,18.6,945.1,Rainy,3.5,STN_PNE_02,WeatherPro
Chennai,India,2026-02-23 12:00:00,35.1,65,10.7,1005.9,Thunderstorm,13.8,STN_CHN_02,WeatherPro
Bangalore,India,2026-02-23 12:00:00,22.2,60,14.5,909.7,Partly Cloudy,6.0,STN_BLR_02,WeatherPro
Hyderabad,India,2026-02-23 12:00:00,33.5,64,16.9,1004.8,Partly Cloudy,1.8,STN_HYD_02,WeatherPro
Mumbai,India,2026-02-23 12:00:00,34.6,79,13.7,1012.5,Clear,4.9,STN_MUM_01,WeatherPro
Delhi,India,2026-02-23 12:00:00,36.2,53,18.9,1005.8,Partly Cloudy,1.7,STN_DEL_02,WeatherPro
Pune,India,2026-02-23 12:00:00,34.8,68,8.5,945.5,Cloudy,0.9,STN_PNE_01,WeatherPro
Chennai,India,2026-02-23 13:00:00,35.0,66,19.1,1011.5,Partly Cloudy,3.4,STN_CHN_01,WeatherPro
Bangalore,India,2026-02-23 13:00:00,21.0,62,6.4,909.4,Haze,8.4,STN_BLR_02,WeatherPro
Hyderabad,India,2026-02-23 13:00:00,39.7,67,18.1,1002.3,Cloudy,9.4,STN_HYD_01,WeatherPro
Mumbai,India,2026-02-23 13:00:00,35.4,84,12.3,1011.2,Foggy,6.5,STN_MUM_01,WeatherPro
Delhi,India,2026-02-23 13:00:00,32.8,45,10.6,1006.3,Partly Cloudy,2.9,STN_DEL_01,WeatherPro
Pune,India,2026-02-23 13:00:00,24.1,77,7.9,948.6,Cloudy,1.5,STN_PNE_02,WeatherPro
Chennai,India,2026-02-23 14:00:00,31.8,84,14.0,1010.9,Partly Cloudy,14.7,STN_CHN_01,WeatherPro
