city,country,event_time,temperature,humidity,wind_speed,pressure,weather_condition,rainfall,station_id,data_provider
Chennai,India,2026-03-08 04:00:00,30.5,65,19.8,1006.8,Thunderstorm,12.0,102,SkyWatch
Bangalore,India,2026-03-08 04:00:00,25.2,62,5.9,902.7,Partly Cloudy,5.5,202,SkyWatch
Hyderabad,India,2026-03-08 04:00:00,27.1,45,14.8,992.6,Rainy,6.9,301,SkyWatch
Mumbai,India,2026-03-08 04:00:00,29.7,86,20.7,1013.0,Haze,2.2,402,SkyWatch
Delhi,India,2026-03-08 04:00:00,34.9,41,12.0,998.5,Thunderstorm,5.3,501,SkyWatch
Pune,India,2026-03-08 04:00:00,31.0,63,15.9,946.9,Cloudy,9.0,602,SkyWatch
Chennai,India,2026-03-08 05:00:00,33.0,79,9.3,1013.7,Clear,6.7,102,SkyWatch
Bangalore,India,2026-03-08 05:00:00,30.5,51,8.9,914.5,Haze,8.5,202,SkyWatch
Hyderabad,India,2026-03-08 05:00:00,32.9,47,15.3,995.1,Partly Cloudy,5.6,301,SkyWatch
Mumbai,India,2026-03-08 05:00:00,29.7,72,13.0,1008.4,Rainy,18.8,402,SkyWatch
Delhi,India,2026-03-08 05:00:00,37.4,57,20.6,1009.7,Partly Cloudy,1.1,502,SkyWatch
Pune,India,2026-03-08 05:00:00,26.9,74,18.0,940.5,Thunderstorm,10.2,601,SkyWatch
Chennai,India,2026-03-08 06:00:00,36.8,62,11.3,1005.8,Cloudy,1.2,102,SkyWatch
Bangalore,India,2026-03-08 06:00:00,20.7,64,10.5,905.9,Thunderstorm,2.7,202,SkyWatch
Hyderabad,India,2026-03-08 06:00:00,30.9,50,13.5,997.5,Clear,7.6,301,SkyWatch
Mumbai,India,2026-03-08 06:00:00,27.0,74,18.4,1012.9,Foggy,4.3,401,SkyWatch
Delhi,India,2026-03-08 06:00:00,34.7,36,7.5,1003.3,Cloudy,7.4,502,SkyWatch
Pune,India,2026-03-08 06:00:00,29.8,70,8.9,950.5,Thunderstorm,2.6,601,SkyWatch
Chennai,India,2026-03-08 07:00:00,33.5,83,13.6,1013.2,Haze,6.7,102,SkyWatch
Bangalore,India,2026-03-08 07:00:00,24.6,72,12.1,903.4,Rainy,2.0,202,SkyWatch
Hyderabad,India,2026-03-08 07:00:00,35.9,57,6.3,994.3,Foggy,3.7,301,SkyWatch
Mumbai,India,2026-03-08 07:00:00,29.1,89,22.2,1013.4,Foggy,4.0,402,SkyWatch
Delhi,India,2026-03-08 07:00:00,30.2,44,22.6,1000.4,Foggy,6.8,501,SkyWatch
Pune,India,2026-03-08 07:00:00,26.2,67,18.3,942.7,Haze,0.3,601,SkyWatch
Chennai,India,2026-03-08 08:00:00,31.0,84,19.5,1012.0,Foggy,13.9,102,SkyWatch
Bangalore,India,2026-03-08 08:00:00,30.0,73,6.6,909.2,Thunderstorm,5.7,202,SkyWatch
Hyderabad,India,2026-03-08 08:00:00,29.3,67,12.3,1001.7,Cloudy,5.1,301,SkyWatch
Mumbai,India,2026-03-08 08:00:00,32.0,73,15.2,1015.3,Rainy,14.8,401,SkyWatch
Delhi,India,2026-03-08 08:00:00,26.4,36,24.4,995.5,Thunderstorm,5.6,501,SkyWatch
Pune,India,2026-03-08 08:00:00,24.1,75,8.0,945.8,Partly Cloudy,10.4,601,SkyWatch
Chennai,India,2026-03-08 09:00:00,34.9,71,20.0,1012.4,Haze,7.7,102,SkyWatch
Bangalore,India,2026-03-08 09:00:00,24.4,50,17.7,902.8,Rainy,1.1,202,SkyWatch
Hyderabad,India,2026-03-08 09:00:00,35.7,55,6.7,992.2,Foggy,6.3,302,SkyWatch
Mumbai,India,2026-03-08 09:00:00,29.6,88,17.0,1010.8,Cloudy,1.2,402,SkyWatch
Delhi,India,2026-03-08 09:00:00,33.2,62,7.0,995.2,Cloudy,0.6,502,SkyWatch
Pune,India,2026-03-08 09:00:00,28.4,74,7.4,951.6,Partly Cloudy,10.4,601,SkyWatch
Chennai,India,2026-03-08 10:00:00,33.7,63,9.6,1009.0,Foggy,5.6,101,SkyWatch
Bangalore,India,2026-03-08 10:00:00,24.3,73,17.1,902.7,Haze,3.2,201,SkyWatch
Hyderabad,India,2026-03-08 10:00:00,34.3,63,10.4,993.3,Foggy,11.1,301,SkyWatch
Mumbai,India,2026-03-08 10:00:00,30.6,89,23.2,1011.9,Cloudy,1.1,402,SkyWatch
Delhi,India,2026-03-08 10:00:00,29.5,57,25.1,1009.4,Haze,4.1,501,SkyWatch
Pune,India,2026-03-08 10:00:00,23.1,66,10.8,942.5,Haze,7.5,601,SkyWatch
Chennai,India,2026-03-08 11:00:00,31.9,69,19.8,1009.2,Cloudy,0.8,102,SkyWatch
Bangalore,India,2026-03-08 11:00:00,28.9,52,12.6,900.8,Clear,5.6,202,SkyWatch
Hyderabad,India,2026-03-08 11:00:00,27.1,54,10.7,1003.0,Cloudy,3.9,302,SkyWatch
Mumbai,India,2026-03-08 11:00:00,31.3,87,21.7,1015.1,Clear,7.2,401,SkyWatch
Delhi,India,2026-03-08 11:00:00,28.6,63,22.5,1000.2,Clear,1.0,501,SkyWatch
Pune,India,2026-03-08 11:00:00,29.0,54,19.3,952.6,Cloudy,4.1,602,SkyWatch
