city,country,event_time,temperature,humidity,wind_speed,pressure,weather_condition,rainfall,station_id,data_provider
Mumbai,India,2026-03-01 03:00:00,30.1,73,11.8,1015.4,Haze,3.5,STN_MUM_02,AtmosAPI
Delhi,India,2026-03-01 03:00:00,40.9,62,17.7,999.7,Rainy,3.1,STN_DEL_02,ClimaData
Pune,India,2026-03-01 03:00:00,29.8,50,12.4,941.2,Haze,0.5,STN_PNE_02,ClimaData
Chennai,India,2026-03-01 04:00:00,30.4,75,12.2,1007.9,Rainy,8.9,STN_CHN_01,SkyWatch
Bangalore,India,2026-03-01 04:00:00,24.7,63,15.8,901.2,Foggy,1.9,STN_BLR_02,ClimaData
Hyderabad,India,2026-03-01 04:00:00,28.6,65,13.2,1000.7,Haze,6.8,STN_HYD_02,WeatherPro
Mumbai,India,2026-03-01 04:00:00,30.6,87,18.5,1014.2,Haze,0.9,STN_MUM_02,WeatherPro
Delhi,India,2026-03-01 04:00:00,27.4,40,16.2,1008.3,Foggy,4.8,STN_DEL_01,WeatherPro
Pune,India,2026-03-01 04:00:00,28.9,59,17.7,940.7,Partly Cloudy,10.5,STN_PNE_02,ClimaData
Chennai,India,2026-03-01 05:00:00,33.5,80,19.7,1013.4,Cloudy,14.8,STN_CHN_02,AtmosAPI
Bangalore,India,2026-03-01 05:00:00,23.8,56,5.2,911.3,Partly Cloudy,6.8,STN_BLR_01,ClimaData
Hyderabad,India,2026-03-01 05:00:00,26.8,65,9.2,994.5,Haze,11.7,STN_HYD_01,AtmosAPI
Mumbai,India,2026-03-01 05:00:00,34.7,77,19.4,1008.2,Thunderstorm,16.0,STN_MUM_01,SkyWatch
Delhi,India,2026-03-01 05:00:00,24.8,51,25.4,1004.7,Clear,7.0,STN_DEL_02,WeatherPro
Pune,India,2026-03-01 05:00:00,22.6,56,15.5,948.4,Rainy,11.3,STN_PNE_01,AtmosAPI
Chennai,India,2026-03-01 06:00:00,35.1,74,15.7,1008.7,Foggy,2.7,STN_CHN_02,SkyWatch
Bangalore,India,2026-03-01 06:00:00,20.1,54,8.5,905.1,Rainy,7.2,STN_BLR_02,WeatherPro
Hyderabad,India,2026-03-01 06:00:00,25.6,50,8.4,998.8,Rainy,4.7,STN_HYD_01,SkyWatch
Mumbai,India,2026-03-01 06:00:00,28.0,88,13.6,1008.4,Cloudy,17.1,STN_MUM_01,SkyWatch
Delhi,India,2026-03-01 06:00:00,30.5,45,12.5,996.6,Foggy,7.3,STN_DEL_02,SkyWatch
Pune,India,2026-03-01 06:00:00,33.8,75,10.8,947.2,Haze,6.0,STN_PNE_01,SkyWatch
Chennai,India,2026-03-01 07:00:00,31.4,81,18.7,1014.2,Haze,8.5,STN_CHN_01,WeatherPro
Bangalore,India,2026-03-01 07:00:00,29.7,56,14.7,900.9,Clear,1.0,STN_BLR_02,AtmosAPI
Hyderabad,India,2026-03-01 07:00:00,38.8,70,15.4,1000.2,Thunderstorm,1.0,STN_HYD_01,SkyWatch
Mumbai,India,2026-03-01 07:00:00,32.3,70,16.5,1010.9,Clear,16.4,STN_MUM_01,AtmosAPI
Delhi,India,2026-03-01 07:00:00,37.8,41,8.0,1001.0,Cloudy,5.1,STN_DEL_01,ClimaData
Pune,India,2026-03-01 07:00:00,23.5,64,11.3,948.2,Cloudy,1.3,STN_PNE_02,ClimaData
Chennai,India,2026-03-01 08:00:00,33.6,80,16.2,1013.8,Thunderstorm,10.2,STN_CHN_02,AtmosAPI
Bangalore,India,2026-03-01 08:00:00,32.0,70,13.7,903.0,Foggy,9.3,STN_BLR_01,SkyWatch
Hyderabad,India,2026-03-01 08:00:00,35.6,68,20.4,1002.3,Clear,6.3,STN_HYD_02,ClimaData
Mumbai,India,2026-03-01 08:00:00,34.6,83,14.4,1013.7,Thunderstorm,1.3,STN_MUM_01,WeatherPro
Delhi,India,2026-03-01 08:00:00,23.4,39,6.0,995.2,Partly Cloudy,3.6,STN_DEL_01,ClimaData
Pune,India,2026-03-01 08:00:00,34.2,64,19.6,947.6,Foggy,6.0,STN_PNE_01,WeatherPro
Chennai,India,2026-03-01 09:00:00,35.5,84,10.5,1010.4,Foggy,6.3,STN_CHN_02,AtmosAPI
Bangalore,India,2026-03-01 09:00:00,27.3,57,16.1,912.0,Haze,8.9,STN_BLR_01,SkyWatch
Hyderabad,India,2026-03-01 09:00:00,32.6,53,11.3,997.4,Rainy,11.3,STN_HYD_02,AtmosAPI
Mumbai,India,2026-03-01 09:00:00,30.5,77,10.9,1013.1,Cloudy,4.8,STN_MUM_02,WeatherPro
Delhi,India,2026-03-01 09:00:00,41.8,50,15.4,1002.4,Partly Cloudy,4.8,STN_DEL_01,ClimaData
Pune,India,2026-03-01 09:00:00,33.3,61,11.8,949.2,Thunderstorm,5.5,STN_PNE_01,AtmosAPI
Chennai,India,2026-03-01 10:00:00,35.8,60,8.4,1011.2,Haze,4.9,STN_CHN_02,ClimaData
Bangalore,India,2026-03-01 10:00:00,24.6,74,15.1,901.7,Clear,6.1,STN_BLR_02,SkyWatch
Hyderabad,India,2026-03-01 10:00:00,34.8,66,17.4,994.4,Partly Cloudy,1.5,STN_HYD_02,SkyWatch
Mumbai,India,2026-03-01 10:00:00,35.3,86,24.8,1009.0,Partly Cloudy,15.7,STN_MUM_01,WeatherPro
Delhi,India,2026-03-01 10:00:00,38.4,49,14.3,997.9,Rainy,6.3,STN_DEL_01,WeatherPro
Pune,India,2026-03-01 10:00:00,34.6,51,12.8,953.5,Foggy,8.0,STN_PNE_01,ClimaData
Chennai,India,2026-03-01 11:00:00,28.9,80,17.4,1012.0,Thunderstorm,7.6,STN_CHN_01,ClimaData
Bangalore,India,2026-03-01 11:00:00,25.1,68,10.5,901.3,Clear,4.2,STN_BLR_01,AtmosAPI
Hyderabad,India,2026-03-01 11:00:00,36.6,68,21.3,1001.9,Thunderstorm,8.2,STN_HYD_01,AtmosAPI
Mumbai,India,2026-03-01 11:00:00,35.3,75,20.8,1008.6,Clear,2.4,STN_MUM_01,SkyWatch
Delhi,India,2026-03-01 11:00:00,29.3,35,25.8,998.5,Rainy,0.6,STN_DEL_01,ClimaData
Pune,India,2026-03-01 11:00:00,22.0,71,15.4,954.1,Clear,9.0,STN_PNE_02,SkyWatch
Chennai,India,2026-03-01 12:00:00,34.9,79,10.8,1006.4,Thunderstorm,1.7,STN_CHN_02,SkyWatch
Bangalore,India,2026-03-01 12:00:00,21.6,56,9.7,907.1,Rainy,3.0,STN_BLR_02,ClimaData
Hyderabad,India,2026-03-01 12:00:00,33.9,47,7.6,998.7,Cloudy,4.5,STN_HYD_01,ClimaData
Mumbai,India,2026-03-01 12:00:00,34.2,75,17.6,1009.9,Cloudy,5.8,STN_MUM_02,WeatherPro
Delhi,India,2026-03-01 12:00:00,40.1,54,5.5,996.2,Clear,1.1,STN_DEL_02,AtmosAPI
Pune,India,2026-03-01 12:00:00,32.4,54,14.3,944.5,Rainy,1.0,STN_PNE_02,SkyWatch
Chennai,India,2026-03-01 13:00:00,34.4,76,8.7,1009.1,Thunderstorm,14.4,STN_CHN_02,AtmosAPI
Bangalore,India,2026-03-01 13:00:00,22.4,59,17.4,901.4,Cloudy,8.0,STN_BLR_02,WeatherPro
Hyderabad,India,2026-03-01 13:00:00,33.4,67,8.5,1000.5,Thunderstorm,2.2,STN_HYD_02,AtmosAPI
Mumbai,India,2026-03-01 13:00:00,28.6,79,15.1,1012.2,Rainy,9.2,STN_MUM_01,AtmosAPI
Delhi,India,2026-03-01 13:00:00,37.9,44,5.0,1005.5,Foggy,3.7,STN_DEL_01,SkyWatch
Pune,India,2026-03-01 13:00:00,23.6,70,10.2,949.1,Thunderstorm,8.5,STN_PNE_02,WeatherPro
Chennai,India,2026-03-01 14:00:00,34.8,84,19.5,1010.4,Thunderstorm,4.2,STN_CHN_01,WeatherPro
Bangalore,India,2026-03-01 14:00:00,23.2,71,5.5,903.8,Foggy,8.9,STN_BLR_02,AtmosAPI
Hyderabad,India,2026-03-01 14:00:00,26.5,53,11.7,1003.1,Haze,10.9,STN_HYD_01,WeatherPro
Mumbai,India,2026-03-01 14:00:00,27.6,73,14.6,1010.7,Foggy,17.2,STN_MUM_01,WeatherPro
Delhi,India,2026-03-01 14:00:00,30.7,44,12.1,997.0,Foggy,5.0,STN_DEL_01,AtmosAPI
Pune,India,2026-03-01 14:00:00,35.4,67,11.6,951.7,Partly Cloudy,3.3,STN_PNE_02,SkyWatch
Chennai,India,2026-03-01 15:00:00,33.7,64,9.9,1012.0,Thunderstorm,6.0,STN_CHN_02,ClimaData
Bangalore,India,2026-03-01 15:00:00,26.7,59,9.6,907.1,Thunderstorm,2.2,STN_BLR_02,SkyWatch
Hyderabad,India,2026-03-01 15:00:00,32.4,46,13.1,992.1,Thunderstorm,0.6,STN_HYD_01,WeatherPro
Mumbai,India,2026-03-01 15:00:00,30.2,77,23.3,1008.1,Foggy,19.6,STN_MUM_01,AtmosAPI
Delhi,India,2026-03-01 15:00:00,22.1,36,7.9,995.1,Rainy,7.0,STN_DEL_02,ClimaData
Pune,India,2026-03-01 15:00:00,24.0,68,10.0,941.6,Thunderstorm,8.6,STN_PNE_02,ClimaData
Chennai,India,2026-03-01 16:00:00,31.3,80,18.8,1009.4,Thunderstorm,14.0,STN_CHN_01,SkyWatch
Bangalore,India,2026-03-01 16:00:00,21.6,55,10.8,911.8,Thunderstorm,4.3,STN_BLR_02,AtmosAPI
Hyderabad,India,2026-03-01 16:00:00,35.9,70,9.1,1004.1,Foggy,8.5,STN_HYD_02,WeatherPro
Mumbai,India,2026-03-01 16:00:00,29.1,67,23.1,1010.9,Haze,12.8,STN_MUM_01,ClimaData
Delhi,India,2026-03-01 16:00:00,34.8,54,7.2,1008.0,Partly Cloudy,2.3,STN_DEL_02,AtmosAPI
Pune,India,2026-03-01 16:00:00,28.4,70,15.8,950.0,Haze,11.5,STN_PNE_02,AtmosAPI
Chennai,India,2026-03-01 17:00:00,32.9,82,13.7,1008.4,Clear,0.7,STN_CHN_01,SkyWatch
Bangalore,India,2026-03-01 17:00:00,20.0,70,5.1,901.0,Thunderstorm,6.8,STN_BLR_02,ClimaData
Hyderabad,India,2026-03-01 17:00:00,31.8,55,15.7,999.1,Clear,9.5,STN_HYD_02,AtmosAPI
Mumbai,India,2026-03-01 17:00:00,35.0,73,10.4,1008.4,Rainy,1.6,STN_MUM_02,ClimaData
Delhi,India,2026-03-01 17:00:00,39.6,43,21.8,1006.0,Rainy,4.1,STN_DEL_02,SkyWatch
Pune,India,2026-03-01 17:00:00,28.7,77,16.0,940.7,Foggy,0.9,STN_PNE_02,AtmosAPI
Chennai,India,2026-03-01 18:00:00,35.2,61,19.0,1009.1,Thunderstorm,6.9,STN_CHN_01,WeatherPro
Bangalore,India,2026-03-01 18:00:00,21.0,53,15.7,902.3,Cloudy,4.4,STN_BLR_01,AtmosAPI
Hyderabad,India,2026-03-01 18:00:00,33.4,57,6.6,992.7,Thunderstorm,2.6,STN_HYD_02,SkyWatch
Mumbai,India,2026-03-01 18:00:00,29.9,78,11.6,1015.2,Foggy,10.8,STN_MUM_01,SkyWatch
Delhi,India,2026-03-01 18:00:00,38.3,51,20.1,1003.0,Rainy,2.2,STN_DEL_01,WeatherPro
Pune,India,2026-03-01 18:00:00,30.6,72,7.4,951.0,Cloudy,2.6,STN_PNE_01,AtmosAPI
Chennai,India,2026-03-01 19:00:00,36.6,63,12.6,1007.7,Haze,8.5,STN_CHN_01,SkyWatch
Bangalore,India,2026-03-01 19:00:00,22.7,57,5.8,904.6,Rainy,2.3,STN_BLR_02,SkyWatch
Hyderabad,India,2026-03-01 19:00:00,33.7,49,19.0,998.3,Rainy,4.4,STN_HYD_01,ClimaData
Mumbai,India,2026-03-01 19:00:00,34.9,69,24.6,1012.1,Clear,2.7,STN_MUM_01,AtmosAPI
Delhi,India,2026-03-01 19:00:00,34.0,57,29.2,998.5,Cloudy,6.5,STN_DEL_02,SkyWatch
Pune,India,2026-03-01 19:00:00,30.5,54,14.8,953.5,Clear,7.4,STN_PNE_01,SkyWatch
Chennai,India,2026-03-01 20:00:00,32.9,69,8.2,1007.2,Haze,2.4,STN_CHN_02,AtmosAPI
Bangalore,India,2026-03-01 20:00:00,26.6,72,16.0,903.9,Foggy,4.0,STN_BLR_01,SkyWatch
Hyderabad,India,2026-03-01 20:00:00,36.8,57,21.1,993.1,Rainy,8.7,STN_HYD_01,SkyWatch
Mumbai,India,2026-03-01 20:00:00,34.8,86,20.9,1013.3,Rainy,6.9,STN_MUM_01,SkyWatch
Delhi,India,2026-03-01 20:00:00,22.4,53,18.5,1006.0,Cloudy,2.8,STN_DEL_02,WeatherPro
Pune,India,2026-03-01 20:00:00,22.3,51,6.2,954.2,Rainy,0.8,STN_PNE_01,SkyWatch
Chennai,India,2026-03-01 21:00:00,37.7,73,9.6,1014.2,Thunderstorm,6.5,STN_CHN_02,SkyWatch
Bangalore,India,2026-03-01 21:00:00,22.1,60,14.5,911.8,Thunderstorm,3.8,STN_BLR_02,SkyWatch
Hyderabad,India,2026-03-01 21:00:00,33.0,70,17.8,1000.3,Thunderstorm,9.1,STN_HYD_01,AtmosAPI
Mumbai,India,2026-03-01 21:00:00,35.6,70,10.0,1009.1,Partly Cloudy,13.2,STN_MUM_01,WeatherPro
Delhi,India,2026-03-01 21:00:00,28.9,61,25.7,997.6,Clear,7.7,STN_DEL_01,ClimaData
Pune,India,2026-03-01 21:00:00,32.0,63,19.0,949.0,Foggy,7.5,STN_PNE_01,WeatherPro
Chennai,India,2026-03-01 22:00:00,30.5,85,16.9,1008.8,Haze,14.0,STN_CHN_01,AtmosAPI
Bangalore,India,2026-03-01 22:00:00,21.1,59,13.7,906.9,Foggy,3.6,STN_BLR_02,SkyWatch
Hyderabad,India,2026-03-01 22:00:00,29.0,60,21.1,990.2,Foggy,10.8,STN_HYD_02,WeatherPro
Mumbai,India,2026-03-01 22:00:00,34.0,83,18.3,1015.5,Clear,9.1,STN_MUM_01,AtmosAPI
Delhi,India,2026-03-01 22:00:00,29.3,36,5.5,1006.1,Clear,2.0,STN_DEL_02,ClimaData
Pune,India,2026-03-01 22:00:00,32.7,66,10.8,954.7,Rainy,2.5,STN_PNE_02,ClimaData
Chennai,India,2026-03-01 23:00:00,33.9,83,14.4,1013.8,Cloudy,13.7,STN_CHN_01,SkyWatch
Bangalore,India,2026-03-01 23:00:00,30.2,50,12.6,900.8,Cloudy,9.5,STN_BLR_02,SkyWatch
Hyderabad,India,2026-03-01 23:00:00,34.4,55,13.9,996.1,Thunderstorm,11.8,STN_HYD_01,ClimaData
Mumbai,India,2026-03-01 23:00:00,32.1,79,11.9,1015.4,Haze,9.6,STN_MUM_02,ClimaData
Delhi,India,2026-03-01 23:00:00,23.5,64,15.6,1009.2,Cloudy,4.2,STN_DEL_01,ClimaData
Pune,India,2026-03-01 23:00:00,30.1,66,14.8,948.2,Thunderstorm,9.1,STN_PNE_02,SkyWatch
Chennai,India,2026-03-02 00:00:00,30.8,73,17.3,1013.2,Rainy,14.2,STN_CHN_02,SkyWatch
Bangalore,India,2026-03-02 00:00:00,22.3,75,10.6,902.1,Clear,7.5,STN_BLR_01,AtmosAPI
Hyderabad,India,2026-03-02 00:00:00,30.4,46,15.0,996.2,Foggy,9.6,STN_HYD_01,WeatherPro
Mumbai,India,2026-03-02 00:00:00,30.3,70,20.2,1013.0,Haze,14.0,STN_MUM_01,ClimaData
Delhi,India,2026-03-02 00:00:00,34.0,42,11.9,1009.2,Thunderstorm,0.6,STN_DEL_02,ClimaData
Pune,India,2026-03-02 00:00:00,32.4,64,18.1,953.4,Partly Cloudy,8.5,STN_PNE_01,ClimaData
Chennai,India,2026-03-02 01:00:00,32.4,62,19.1,1011.3,Rainy,3.8,STN_CHN_02,SkyWatch
Bangalore,India,2026-03-02 01:00:00,21.1,50,11.4,911.4,Cloudy,7.6,STN_BLR_02,AtmosAPI
Hyderabad,India,2026-03-02 01:00:00,36.6,65,16.8,1000.5,Partly Cloudy,0.5,STN_HYD_02,SkyWatch
Mumbai,India,2026-03-02 01:00:00,34.5,69,18.5,1010.2,Partly Cloudy,0.5,STN_MUM_02,ClimaData
Delhi,India,2026-03-02 01:00:00,22.9,53,26.6,1000.4,Clear,1.5,STN_DEL_01,AtmosAPI
Pune,India,2026-03-02 01:00:00,22.6,76,17.8,954.2,Rainy,4.7,STN_PNE_01,SkyWatch
Chennai,India,2026-03-02 02:00:00,32.1,64,15.1,1009.0,Rainy,7.7,STN_CHN_01,ClimaData
Bangalore,India,2026-03-02 02:00:00,30.7,65,14.2,910.7,Haze,0.5,STN_BLR_01,AtmosAPI
Hyderabad,India,2026-03-02 02:00:00,39.2,56,18.8,1002.2,Clear,6.7,STN_HYD_02,ClimaData
Mumbai,India,2026-03-02 02:00:00,34.2,75,20.5,1010.0,Rainy,10.3,STN_MUM_02,ClimaData
Delhi,India,2026-03-02 02:00:00,37.9,49,18.8,995.6,Foggy,1.4,STN_DEL_01,SkyWatch
Pune,India,2026-03-02 02:00:00,33.4,52,8.7,951.9,Foggy,2.9,STN_PNE_02,ClimaData
Chennai,India,2026-03-02 03:00:00,35.1,80,9.6,1012.7,Clear,8.2,STN_CHN_02,WeatherPro
Bangalore,India,2026-03-02 03:00:00,29.8,52,6.4,909.1,Foggy,4.5,STN_BLR_02,SkyWatch
Hyderabad,India,2026-03-02 03:00:00,39.8,65,7.9,994.8,Clear,2.2,STN_HYD_01,WeatherPro
Mumbai,India,2026-03-02 03:00:00,30.0,84,12.9,1011.3,Clear,14.0,STN_MUM_02,WeatherPro
Delhi,India,2026-03-02 03:00:00,34.6,60,22.8,1000.4,Partly Cloudy,7.4,STN_DEL_02,WeatherPro
Pune,India,2026-03-02 03:00:00,28.2,69,18.6,951.3,Haze,3.7,STN_PNE_02,AtmosAPI
Chennai,India,2026-03-02 04:00:00,29.8,74,17.6,1006.9,Thunderstorm,1.0,STN_CHN_01,WeatherPro
Bangalore,India,2026-03-02 04:00:00,20.3,50,7.3,909.2,Haze,9.0,STN_BLR_02,AtmosAPI
Hyderabad,India,2026-03-02 04:00:00,36.9,68,19.9,997.4,Clear,10.3,STN_HYD_02,SkyWatch
Mumbai,India,2026-03-02 04:00:00,27.3,81,11.4,1014.6,Rainy,7.2,STN_MUM_01,AtmosAPI
Delhi,India,2026-03-02 04:00:00,42.3,39,27.7,1004.4,Rainy,7.7,STN_DEL_01,AtmosAPI
Pune,India,2026-03-02 04:00:00,26.7,67,15.7,942.4,Partly Cloudy,11.1,STN_PNE_01,SkyWatch
Chennai,India,2026-03-02 05:00:00,37.5,75,19.5,1011.3,Thunderstorm,0.7,STN_CHN_01,SkyWatch
Bangalore,India,2026-03-02 05:00:00,23.9,57,9.6,902.5,Thunderstorm,4.6,STN_BLR_01,AtmosAPI
Hyderabad,India,2026-03-02 05:00:00,33.5,45,8.6,998.8,Haze,4.7,STN_HYD_01,ClimaData
Mumbai,India,2026-03-02 05:00:00,27.2,75,17.7,1008.3,Partly Cloudy,18.5,STN_MUM_01,ClimaData
Delhi,India,2026-03-02 05:00:00,36.1,47,24.7,1001.3,Foggy,7.3,STN_DEL_02,ClimaData
Pune,India,2026-03-02 05:00:00,34.9,61,13.1,948.0,Clear,1.6,STN_PNE_02,WeatherPro
Chennai,India,2026-03-02 06:00:00,32.3,73,10.9,1008.8,Thunderstorm,3.6,STN_CHN_02,AtmosAPI
Bangalore,India,2026-03-02 06:00:00,31.0,52,15.9,915.0,Foggy,3.7,STN_BLR_01,AtmosAPI
Hyderabad,India,2026-03-02 06:00:00,38.2,53,6.6,994.8,Partly Cloudy,4.7,STN_HYD_01,WeatherPro
Mumbai,India,2026-03-02 06:00:00,28.3,77,10.4,1011.4,Partly Cloudy,19.5,STN_MUM_02,WeatherPro
Delhi,India,2026-03-02 06:00:00,37.0,54,16.5,997.5,Thunderstorm,3.3,STN_DEL_02,WeatherPro
Pune,India,2026-03-02 06:00:00,35.1,61,8.0,945.4,Thunderstorm,7.6,STN_PNE_01,ClimaData
Chennai,India,2026-03-02 07:00:00,36.8,68,10.1,1010.8,Rainy,5.7,STN_CHN_01,SkyWatch
Bangalore,India,2026-03-02 07:00:00,26.6,51,13.9,904.0,Haze,2.1,STN_BLR_01,ClimaData
Hyderabad,India,2026-03-02 07:00:00,26.7,56,8.7,996.5,Thunderstorm,5.6,STN_HYD_01,AtmosAPI
Mumbai,India,2026-03-02 07:00:00,31.9,82,12.1,1009.2,Cloudy,4.6,STN_MUM_01,AtmosAPI
Delhi,India,2026-03-02 07:00:00,29.5,63,20.6,999.3,Partly Cloudy,2.7,STN_DEL_01,AtmosAPI
Pune,India,2026-03-02 07:00:00,32.8,58,18.6,945.1,Foggy,11.6,STN_PNE_01,AtmosAPI
Chennai,India,2026-03-02 08:00:00,37.8,83,14.7,1007.3,Thunderstorm,5.2,STN_CHN_02,SkyWatch
Bangalore,India,2026-03-02 08:00:00,31.6,63,15.6,910.3,Cloudy,1.5,STN_BLR_01,ClimaData
Hyderabad,India,2026-03-02 08:00:00,33.9,64,21.7,991.7,Haze,8.8,STN_HYD_01,AtmosAPI
Mumbai,India,2026-03-02 08:00:00,27.8,66,10.2,1015.1,Partly Cloudy,14.4,STN_MUM_02,WeatherPro
Delhi,India,2026-03-02 08:00:00,36.2,46,19.6,998.8,Thunderstorm,6.5,STN_DEL_01,ClimaData
Pune,India,2026-03-02 08:00:00,29.9,76,18.5,951.7,Foggy,11.0,STN_PNE_01,WeatherPro
Chennai,India,2026-03-02 09:00:00,36.3,65,18.5,1010.2,Foggy,9.9,STN_CHN_02,AtmosAPI
Bangalore,India,2026-03-02 09:00:00,23.2,68,6.7,905.8,Thunderstorm,5.6,STN_BLR_02,WeatherPro
Hyderabad,India,2026-03-02 09:00:00,34.7,57,11.4,997.6,Thunderstorm,0.5,STN_HYD_01,SkyWatch
Mumbai,India,2026-03-02 09:00:00,34.5,80,18.3,1011.2,Rainy,3.6,STN_MUM_02,ClimaData
Delhi,India,2026-03-02 09:00:00,28.4,54,25.8,997.2,Clear,7.7,STN_DEL_02,AtmosAPI
Pune,India,2026-03-02 09:00:00,29.9,63,13.8,944.0,Cloudy,9.8,STN_PNE_02,ClimaData
Chennai,India,2026-03-02 10:00:00,31.6,63,9.7,1013.6,Partly Cloudy,10.0,STN_CHN_01,WeatherPro
Bangalore,India,2026-03-02 10:00:00,20.4,62,12.3,911.3,Thunderstorm,7.1,STN_BLR_01,AtmosAPI
Hyderabad,India,2026-03-02 10:00:00,33.4,69,11.5,991.5,Clear,2.9,STN_HYD_02,SkyWatch
Mumbai,India,2026-03-02 10:00:00,29.5,65,17.4,1015.6,Foggy,18.5,STN_MUM_01,WeatherPro
Delhi,India,2026-03-02 10:00:00,28.4,48,10.7,1000.5,Thunderstorm,6.9,STN_DEL_01,ClimaData
Pune,India,2026-03-02 10:00:00,26.0,56,16.4,947.2,Partly Cloudy,4.3,STN_PNE_02,ClimaData
Chennai,India,2026-03-02 11:00:00,36.3,63,12.8,1010.0,Thunderstorm,3.4,STN_CHN_02,SkyWatch
Bangalore,India,2026-03-02 11:00:00,25.2,61,17.6,911.5,Haze,9.9,STN_BLR_01,AtmosAPI
Hyderabad,India,2026-03-02 11:00:00,38.6,48,13.1,995.2,Cloudy,8.9,STN_HYD_02,AtmosAPI
Mumbai,India,2026-03-02 11:00:00,29.1,86,15.8,1011.1,Foggy,9.2,STN_MUM_01,AtmosAPI
Delhi,India,2026-03-02 11:00:00,32.5,50,10.8,1002.8,Clear,0.7,STN_DEL_02,AtmosAPI
Pune,India,2026-03-02 11:00:00,34.5,57,17.5,946.5,Clear,6.9,STN_PNE_01,AtmosAPI
Chennai,India,2026-03-02 12:00:00,28.9,66,16.7,1006.8,Cloudy,12.0,STN_CHN_02,WeatherPro
Bangalore,India,2026-03-02 12:00:00,22.8,51,5.1,908.0,Cloudy,1.2,STN_BLR_01,WeatherPro
Hyderabad,India,2026-03-02 12:00:00,36.1,51,19.6,997.8,Foggy,10.2,STN_HYD_01,ClimaData
Mumbai,India,2026-03-02 12:00:00,35.3,72,23.9,1011.1,Partly Cloudy,0.0,STN_MUM_01,AtmosAPI
Delhi,India,2026-03-02 12:00:00,42.5,36,20.4,999.0,Foggy,2.8,STN_DEL_02,SkyWatch
Pune,India,2026-03-02 12:00:00,31.5,70,7.9,947.8,Rainy,11.3,STN_PNE_01,SkyWatch
Chennai,India,2026-03-02 13:00:00,28.2,64,15.4,1011.6,Thunderstorm,3.1,STN_CHN_02,ClimaData
Bangalore,India,2026-03-02 13:00:00,25.1,66,6.6,901.6,Thunderstorm,1.2,STN_BLR_02,AtmosAPI
Hyderabad,India,2026-03-02 13:00:00,27.7,62,11.4,996.2,Thunderstorm,0.9,STN_HYD_02,ClimaData
Mumbai,India,2026-03-02 13:00:00,31.1,76,17.2,1015.5,Clear,8.9,STN_MUM_01,AtmosAPI
Delhi,India,2026-03-02 13:00:00,42.1,59,16.2,1001.4,Rainy,3.8,STN_DEL_01,ClimaData
Pune,India,2026-03-02 13:00:00,28.2,61,15.1,949.0,Cloudy,11.6,STN_PNE_01,ClimaData
